FILTROS;;;;;;;;;;;;;;;;;
;0 Registros;;;;;0;0;;;;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_CONT;VL_REC_BRT;VL_BC_CONT;ALIQ_COFINS;QUANT_BC_COFINS;ALIQ_COFINS_QUANT;VL_CONT_APUR;VL_AJUS_ACRES;VL_AJUS_REDUC;VL_CONT_DIFER;VL_CONT_DIFER_ANT;VL_CONT_PER;
