FILTROS;;;;;;;;;;;
;0 Registros;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_AJ_APUR;SLD_CRED;CRED_APR;CRED_RECEB;CRED_UTIL;SLD_CRED_FIM;
