FILTROS;;;;;;;;
;0 Registros;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;TOT_CREDITO;TOT_DEBITO;
