FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_OPER;IND_EMIT;COD_PART;COD_MOD;COD_SIT;SER;NUM_DOC;CHV_NFE;DT_DOC;COD_MUN_SERV;VL_CONT;VL_MAT_TERC;VL_SUB;VL_ISNT_ISS;VL_DED_BC;VL_BC_ISS;VL_BC_ISS_RT;VL_ISS_RT;VL_ISS;COD_INF_OBS;
