FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;;;;0;0;0;0;0;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_CRED;IND_CRED_ORI;VL_BC_CRED;ALIQ_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_CRED;VL_AJUS_ACRES;VL_AJUS_REDUC;VL_CRED_DIF;VL_CRED_DISP;IND_DESC_CRED;VL_CRED_DESC;SLD_CRED;
