FILTROS;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;DT_DOC;QTD_CONS;IND_PREPAGO;VL_DOC;VL_SERV;VL_SERV_NT;VL_TERC;VL_DESC;VL_DA;VL_BC_ICMS;VL_ICMS;VL_PIS;VL_COFINS;
