FILTROS;;;;;;;;;;;
;0 Registros;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_PROC;ID_SEC_JUD;ID_VARA;IND_NAT_ACAO;DESC_DEC_JUD;DT_SENT_JUD;
