FILTROS;;;;;;;;;;;;
;0 Registros;;;;;0;;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_CONT;VL_CONT_APUR_DIFER;NAT_BC_CRED_DESC;VL_CRED_DESC_DIFER;VL_CONT_DIFER_ANT;PER_APUR;DT_RECEB;
