FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;COD_PART;SER;SUB_SER;NUM_DOC;DT_DOC;VL_DOC;
