FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_ITEM;COD_ITEM;QTDE;UNID;VL_ICMS_OP_APLICADO;VL_ICMS_ST_APLICADO;VL_ICMS_FRT_APLICADO;VL_ICMS_DIF_APLICADO;
