FILTROS;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_REF;IND_AJ_BC;CNPJ;VL_AJ_TOT;VL_AJ_CST01;VL_AJ_CST02;VL_AJ_CST03;VL_AJ_CST04;VL_AJ_CST05;VL_AJ_CST06;VL_AJ_CST07;VL_AJ_CST08;VL_AJ_CST09;VL_AJ_CST49;VL_AJ_CST99;IND_APROP;NUM_REC;INFO_COMPL;
