FILTROS;;;;;;;;;
;0 Registros;;;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;TIPO_UTIL;NR_DOC;VL_CRED_UTIL;CHV_DOCE;
