FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;0;0;0;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI;DT_FIN;NUM_PARC;VL_PARC_PASS;VL_TRIB_OC;VL_TOTAL;IND_PER_SAI;VL_PARC_APROP;
