FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_CARGA;CNPJ_CPF_COL;IE_COL;COD_MUN_COL;CNPJ_CPF_ENTG;IE_ENTG;COD_MUN_ENTG;
