FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DET_VALOR_AJ;CST_COFINS;DET_BC_CRED;DET_ALIQ;DT_OPER_AJ;DESC_AJ;COD_CTA;INFO_COMPL;
