FILTROS;;;;;;;;
;0 Registros;;;;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CRED_PIS_TRIB_MI;VL_CRED_PIS_NT_MI;VL_CRED_PIS_EXP;
