FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;REG_REF;CHAVE_DOC;COD_PART;COD_ITEM;DT_OPER;VL_OPER;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;CST_PIS_SUSP;VL_BC_PIS_SUSP;ALIQ_PIS_SUSP;VL_PIS_SUSP;CST_COFINS_SUSP;VL_BC_COFINS_SUSP;ALIQ_COFINS_SUSP;VL_COFINS_SUSP;COD_CTA;COD_CCUS;DESC_DOC_OPER;
