FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;DT_DOC_INI;DT_DOC_FIN;NUM_DOC_INI;NUM_DOC_FIN;VL_DOC;VL_DOC_CANC;
