FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;NUM_DOC;DT_DOC;VL_DOC;VL_MERC;QTD_VOL;PESO_BRT;PESO_LIQ;
