FILTROS;;;;;;;;
;0 Registros;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_AJ_APUR;DESCR_COMPL_AJ;VL_AJ_APUR;
