FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;;;;0;0;0;0,19;0;;;0;;0;0;;0;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_PAI_CONTRIBUICOES;CHV_REG;COD_MOD;CHV_NFE;NUM_DOC;SER;COD_SIT;IND_OPER;DT_DOC;DT_ENT_SAI;COD_PART;NOME_RAZAO;COD_ITEM;DESCR_ITEM;COD_NCM;EX_IPI;CFOP;CST_ICMS;VL_ITEM;VL_DESP;VL_DESC;ALIQ_ICMS_ST;VL_ICMS_ST_PRES;CST_PIS;CST_COFINS;VL_BC_PIS;ALIQ_PIS;VL_PIS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;VL_NOVA_BC_PIS;VL_NOVO_VL_PIS;VL_NOVA_BC_COFINS;VL_NOVO_VL_COFINS;VL_PIS_RECUPERAR;VL_COFINS_RECUPERAR;VL_TOTAL_RECUPERAR;INCONSISTENCIA;SUGESTAO;
