FILTROS;;;;;;;;;;
;0 Registros;;;;;;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_OPER;COD_PART;VL_CONT_RT;VL_BC_ISS_RT;VL_ISS_RT;
