FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;0;0;;;0;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_REG;CHV_PAI;CHV_NFE;COD)MOD;NUM_DOC;SER;IND_OPER;IND_EMIT;COD_SIT;DT_DOC;COD_ITEM;TIPO_ITEM;CFOP;CST_ICMS;QTD_COM;QTD_INV;UNID_COM;UNID_INV;VL_ITEM;VL_FRT;VL_SEG;VL_OUT_A;VL_BC_ICMS;VL_ICMS;VL_ICMS_ST;VL_IPI;INCONSISTENCIA;SUGESTAO;
