FILTROS;;;;;;;;;
;0 Registros;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;PER_APU_CRED;ORIG_CRED;COD_CRED;VL_CRED;
