FILTROS;;;;;;;;;;
;0 Registros;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_DOC_IMP;NUM_DOC_IMP;VL_PIS_IMP;VL_COFINS_IMP;NUM_ACDRAW;
