FILTROS;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;0 inconsistências;0 sugestões;
CNPJ_ESTABELECIMENTO;UF_CONTRIB;TIPO_PART;COD_ITEM;DESCR_ITEM;VIGENCIA_INICIAL;VIGENCIA_FINAL;TIPO_ITEM;COD_BARRA;COD_NCM;EX_IPI;IND_MOV;UF_PART;CFOP;CFOPS_INCORRETOS;IND_APUR;COD_ENQ;CST_IPI;ALIQ_IPI;OBSERVACOES;INCONSISTENCIA;SUGESTAO;
