FILTROS;;;;;;;;;;
;0 Registros;;;;;;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CFOP;CST_IPI;VL_CONT_IPI;VL_BC_IPI;VL_IPI;
