FILTROS;;;;;;;;;;;
;0 Registros;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_IND_BEM;IDENT_MERC;DESCR_ITEM;COD_PRNC;COD_CTA;NR_PARC;
