FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;0;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;PER_APUR_ANT;NAT_CONT_REC;VL_CONT_APUR;VL_CRED_COFINS_DESC;VL_CONT_DEV;VL_OUT_DED;VL_CONT_EXT;VL_MUL;VL_JUR;DT_RECOL;
