FILTROS;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;0;;0;0;;;0;;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NAT_BC_CRED;VL_TOT_EST;EST_IMP;VL_BC_EST;VL_BC_MEN_EST;CST_PIS;ALIQ_PIS;VL_CRED_PIS;CST_COFINS;ALIQ_COFINS;VL_CRED_COFINS;DESC_EST;COD_CTA;
