FILTROS;;;;;;;;;;
;0 Registros;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;NR_SAT;CHV_CFE;NUM_CFE;DT_DOC;
