FILTROS;;;;;;;;;
;0 Registros;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_INC_TRIB;IND_APRO_CRED;COD_TIPO_CONT;IND_REG_CUM;
