FILTROS;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;;;0;0;0;0;;;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CUS_INC_ACUM_ANT;VL_CUS_INC_PER_ESC;VL_CUS_INC_ACUM;VL_EXC_BC_CUS_INC_ACUM;VL_BC_CUS_INC;CST_PIS;ALIQ_PIS;VL_CRED_PIS_ACUM;VL_CRED_PIS_DESC_ANT;VL_CRED_PIS_DESC;VL_CRED_PIS_DESC_FUT;CST_COFINS;ALIQ_COFINS;VL_CRED_COFINS_ACUM;VL_CRED_COFINS_DESC_ANT;VL_CRED_COFINS_DESC;VL_CRED_COFINS_DESC_FUT;
