FILTROS;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;0;0;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD_ULT_E;NUM_DOC_ULT_E;SER_ULT_E;DT_ULT_E;COD_PART_ULT_E;QUANT_ULT_E;VL_UNIT_ULT_E;VL_UNIT_BC_ST;CHAVE_NFE_ULT_E;NUM_ITEM_ULT_E;VL_UNIT_BC_ICMS;
