FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI;DT_FIN;SALDO_IN_ICMS;SOM_PARC;VL_TRIB_EXP;VL_TOTAL;IND_PER_SAI;ICMS_APROP;SOM_ICMS_OC;
