FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CARGA;VL_PASS;VL_FAT;IND_RAT;VL_ICMS_ANT;VL_BC_ICMS;VL_ICMS_APUR;VL_BC_ICMS_APUR;VL_DIF;
