FILTROS;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;0;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART_CONSG;COD_PART_RED;IND_FRT_RED;COD_MUN_ORIG;COD_MUN_DEST;VEIC_ID;VL_LIQ_FRT;VL_SEC_CAT;VL_DESP;VL_PEDG;VL_OUT;VL_FRT;UF_ID;
