FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;0;;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_ITEM;QTD;UNID;VL_ITEM;VL_DESC;VL_BC_ICMS;VL_ICMS;VL_PIS;VL_COFINS;
