FILTROS;;;;;;;;;;;
;0 Registros;;;;0;0;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CONT;VL_BC_ISS;ALIQ_ISS;VL_ISNT_ISS;VL_ISS;COD_SERV;
