XMLS AUSENTES NA DOCUMENTAÇÃO;;;;;;;;;;
;;;;;;0;;;;
Modelo;Série;Número;Data_Emissão;Data_Ent_Sai;Chave Acesso;Valor;Situação;Tipo Operação;Tipo Emissão;
