FILTROS;;;;;;;;;;;;
;;;0;0;0;0;0;0;0;0;0;
COD_ITEM;DESCR_ITEM;TIPO_ITEM;QTD_ENT;VL_CUSTO;VL_CUSTO_MED;QTD_SAI;VL_PRECO;VL_PRECO_MED;VL_PRECO_MIN;VL_RESULTADO_MED;VL_MARGEM;
