FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 Itens;0 inconsistências;0 sugestões;
CNPJ_ESTABELECIMENTO;UF_CONTRIB;TIPO_PART;CONTRIBUINTE;COD_ITEM;DESCR_ITEM;VIGENCIA_INICIAL;VIGENCIA_FINAL;TIPO_ITEM;COD_BARRA;COD_NCM;EX_IPI;CEST;IND_MOV;UF_PART;CFOP;CFOPS_INCORRETOS;ST_SEM_LIBERACAO;CST_ICMS;ALIQ_ICMS;ALIQ_ICMS_DEST;ALIQ_DIFAL;ALIQ_FCP;ALIQ_ST;ALIQ_FCP_ST;ICMS_DESON;ALIQ_RED_BC_ICMS;ALIQ_CARGA_TRIB;ALIQ_MVA;OBSERVACOES;INCONSISTENCIA;SUGESTAO;
