FILTROS;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOT_REST_COMPL;QUANT_CONV;UNID;COD_MOD_SAIDA;SERIE_SAIDA;ECF_FAB_SAIDA;NUM_DOC_SAIDA;CHV_DFE_SAIDA;DT_DOC_SAIDA;NUM_ITEM_SAIDA;VL_UNIT_CONV_SAIDA;VL_UNIT_ICMS_OP_ESTOQUE_CONV_SAIDA;VL_UNIT_ICMS_ST_ESTOQUE_CONV_SAIDA;VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV_SAIDA;VL_UNIT_ICMS_NA_OPERACAO_CONV_SAIDA;
