FILTROS;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;0;0;;0;;0;;0;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_C100;CHV_REG;CHV_REG_0200;CHV_NFE;IND_OPER;DT_OPER;COD_ITEM;DESCR_ITEM;COD_BARRA;TIPO_ITEM;IND_MOV;CFOP;VL_ITEM;QTD;UNID;VL_UNIT;FAT_CONV;QTD_INV;UND_INV;VL_UNIT_INV;INCONSISTENCIA;SUGESTAO;
