FILTROS;;;;;;;;;;;
;0 Registros;;;;;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CNPJ;VL_VEND;VL_NAO_RECEB;VL_CONT_DIF;VL_CRED_DIF;COD_CRED;
