FILTROS;;;;;;;;;;;;;;;;;;
;;;;;;0;0;0;;0;0;0;0;0;0;0;;
REG;COD_MOD;UF;CFOP;CST_ICMS;ALIQ_ICMS;VL_OPR;VL_BC_ICMS;VL_ICMS;ALIQ_FCP;VL_FCP;VL_BC_ICMS_ST;VL_ICMS_ST;VL_RED_BC;VL_IPI;VL_ISENTAS;VL_OUTRAS;OBSERVACOES;
