FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;;;
REG;CHV_NFE;CNPJ_EMIT_NF;CNPJ_EMIT_SPED;ITEM_NF;ITEM_SPED;COD_PROD_NF;COD_PROD_SPED;DESCRICAO_NF;DESCRICAO_SPED;COD_BARRA_NF;COD_BARRA_SPED;NCM_NF;NCM_SPED;EX_IPI_NF;EX_IPI_SPED;CEST_NF;CEST_SPED;QTD_NF;QTD_SPED;UND_NF;UND_SPED;VL_PROD_NF;VL_PROD_SPED;VL_DESC_NF;VL_DESC_SPED;VL_ST_NF;VL_ST_SPED;VL_IPI_NF;VL_IPI_SPED;VL_OPERACAO_NF;VL_OPERACAO_SPED;PONTUACAO;MELHOR_CORRELACAO;INCONSISTENCIA;SUGESTAO;
