FILTROS;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_DOC;NRO_DE;DT_DE;NAT_EXP;NRO_RE;DT_RE;CHC_EMB;DT_CHC;DT_AVB;TP_CHC;PAIS;
