FILTROS;;;;;;;;
;0 Registros;;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CL_ENQ;VL_UNID;QUANT_PAD;
