FILTROS;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_AP;G3_01;G3_02;G3_03;G3_04;G3_05;G3_06;G3_07;G3_T;G3_08;G3_09;
