FILTROS;;;;;;;;;;;
;0 Registros;;;;0;0;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CONT_P;VL_BC_ISS_P;ALIQ_ISS;VL_ISS_P;VL_ISNT_ISS_P;COD_SERV;
