FILTROS;;;;;;;;
;;;;;;0 inconsistências;0 sugestões;
COD_ITEM;DESCR_ITEM;SALDO_INICIAL;ENTRADAS;SAIDAS;SALDO_FINAL;INCONSISTENCIA;SUGESTAO;
