FILTROS;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_SERV_NT;VL_BC_ISSQN;VL_ISSQN;VL_BC_IRRF;VL_IRRF;VL_BC_PREV;VL_PREV;
