FILTROS;;;;;;;;;
;0 Registros;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_SAIDA;COD_ITEM;QTD;COD_INS_SUBST;
