FILTROS;;;;;;;;;
;0 Registros;;;;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CST_COFINS;VL_TOT_REC;COD_CTA;DESC_COMPL;
