FILTROS;;;;;;;;;;
;0;0;;;;;0;0;;
CHV_CTE;VL_CTE;VL_BC_ICMS_CTE;CHV_NFE;DEBITO_DIFAL;ESTORNO_DIFAL;UF_DESTINO;VL_MERCADORIAS;VL_BC_DIFAL_CTE;OBSERVACOES;
