FILTROS;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;TRIBUTAÇÃO ICMS NORMAL E ICMS-ST;;;;;TRIBUTAÇÃO DO PIS E DA COFINS;;;;TRIBUTAÇÃO DO IPI;;;;
COD_ITEM;DESCR_ITEM;COD_BARRA;COD_NCM;EX_TIPI;CEST;UF_DEST;TIPO_FORNECEDOR;TIPO_CLIENTE;CFOP;CST_ICMS;ALIQ_ICMS;ALIQ_ICMS_ST;RED_BC_ICMS;MVA_ST_ORIGINAL;CST_PIS_COFINS;ALIQ_PIS;ALIQ_COFINS;COD_NAT_PIS_COFINS;CST_IPI;ALIQ_IPI;IND_APUR;COD_ENQ_IPI;
