FILTROS;;;;;;;;
;0 Registros;;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_INF_ADIC;VL_INF_ADIC;DESCR_COMPL_AJ;
