FILTROS;;;;;;;;;;;;
;0 Registros;;;;;0;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;LOTE_MED;QTD_ITEM;DT_FAB;DT_VAL;IND_MED;TP_PROD;VL_TAB_MAX;
