FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;REC_TOTAL_BLOCO_A;REC_NRB_BLOCO_A;REC_TOTAL_BLOCO_C;REC_NRB_BLOCO_C;REC_TOTAL_BLOCO_D;REC_NRB_BLOCO_D;REC_TOTAL_BLOCO_F;REC_NRB_BLOCO_F;REC_TOTAL_BLOCO_I;REC_NRB_BLOCO_I;REC_TOTAL_BLOCO_1;REC_NRB_BLOCO_1;REC_TOTAL_PERIODO;REC_TOTAL_NRB_PERIODO;
