FILTROS;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;0;0;0;0;;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;PER_APU_CRED;ORIG_CRED;CNPJ_SUC;COD_CRED;VL_CRED_APU;VL_CRED_EXT_APU;VL_TOT_CRED_APU;VL_CRED_DESC_PA_ANT;VL_CRED_PER_PA_ANT;VL_CRED_DCOMP_PA_ANT;SD_CRED_DISP_EFD;VL_CRED_DESC_EFD;VL_CRED_PER_EFD;VL_CRED_DCOMP_EFD;VL_CRED_TRANS;VL_CRED_OUT;SLD_CRED_FIM;
