FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MUN_ORIG;COD_MUN_DEST;VEIC_ID;VIAGEM;IND_TFA;VL_PESO_TX;VL_TX_TERR;VL_TX_RED;VL_OUT;VL_TX_ADV;
