FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_DISP;COD_MOD;SER;SUB;NUM_DOC_INI;NUM_DOC_FIN;NUM_AUT;
