FILTROS;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;0;;0;0;;0;;0;0;;0;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_REC_CAIXA;CST_PIS;VL_DESC_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_DESC_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;COD_MOD;CFOP;COD_CTA;INFO_COMPL;
